title,release_date,lyricist,composer,arranger,lyrics
航海前夜,2019.5.15 リリース,milet,"Tomolow, milet",,"境界線きょうかいせん上じょうの端はしで踊おどる
Ice caps 遠とおく見据みすえて立たち止どまる
Eye to eye for us この声こえと体からだ
ひとつで
凍こおりつく前まえに

I won't let you go
And I just want you to know
I will prove it ここは間違まちがってはいないんだと
(I won't) let you go
And I just want you to know
明あけないままで今いまも声こえを辿たどってる

こんな場所ばしょで独ひとりきりでも
深ふかい深ふかい旅路たびじの先さきが
凍こごえそうな海うみの底そこでも

航海前こうかいぜん夜やの空そらに歌うたう
Where to go まだ居場所いばしょはわからない
ひとつ、ふたつ、捨すててきたものがいつのまに
この体中からだじゅうに

I won't let you go
And I just want you to know
I will prove it ここは間違まちがってはいないんだと
(I won't) let you go
And I just want you to know
明あけないままで今いまも声こえを辿たどってる

戻もどらない 独ひとりきりでも
深ふかい深ふかい瞳ひとみの奥おくは
凍こごえそうな海うみの底そこでも

I won't let you go
And I just want you to know
I will prove it ここは間違まちがってはいないんだと
(I won't) let you go
And I just want you to know
明あけないままで今いまも声こえを辿たどってる

こんな場所ばしょで独ひとりきりでも
深ふかい深ふかい旅路たびじの先さきが
凍こごえそうな海うみの底そこでも"
Waterfall,2019.3.6 リリース,"Ryosuke""Dr.R""Sakai, milet","Ryosuke""Dr.R""Sakai, milet",,"ホログラムみたいなサウンド
見みえなくなるのは me or you?
逆さかさまに落おとされた face
濁にごった眼めで睨にらみつける

Oh It's like a sound of waterfall
魚さかなのように泳およげはしないけど
Your voice is like a waterfall
飲のみ込こまれてしまいたくなる夜よる

Come, come along
Oh who's there?
鱗うろこの中なかに染しみ込こむ my beat, now
Come, come along
Who's laughing?
乾かわききっても ""Haha... now it's time""

仄暗ほのぐらいまま吐はき出だす sigh
吸すい込こむのは me or you?
いまさら思おもい出だした face
鋭するどい声こえで怒鳴どなりつける

Oh It's like a sound of waterfall
子供こどもの頃ころ繰くり返かえし見みた nightmare
Your voice is like a waterfall
飲のみ込こまれて消きえたくなる夜よる

Won't you come along?
And won't you come tonight?
Hey, now 喉のどに住すむその beat が

So tell me what you want
But I know what you want
Hey, now その手ての中なかで dance now

Won't you come along?
And won't you come tonight?
Hey, now 喉のどに住すむその beat が
So tell me what you want
But I know what you want
Hey, now その手ての中なかで dance now

You can't treat me right
Cause I know what is right
Hey, now 裏うらで脈打みゃくうつ beat が
So tell me what you want
But I know what you want
Hey, now 底無そこなしの夢ゆめで dance now"
You made it,2023.8.30 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"Finally you made it right
I couldn't be more happier
I'm writing this song as my first love for you
Oh yes you made it right

でたらめに歌うたう my song
あなたのピアノの上うえで
本当ほんとうのことはあなたが眠ねむったら
ささやくかも

Why are they too close
""I need you"" and ""I'm leaving you""
歌うたが終おわる

あなたが見みたい未来みらいにいたいのに
This is how I love you I'm sorry

Finally you made it right
I couldn't be more happier
I'm writing this song as the last one for you
Oh yes you made it right
No lie, you made it right
So smile 'cause you made it right"
HELL CLUB,2023.8.30 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai, HiRAPARK",,"目覚めざめることはないまま Feel so alive
ふたたびあなたと会あえるのなら I died

Time is up
Walkin' up and down
Drinkin' with Satan to make you fall in love
21.3 錆さびた縁ふちに 飾かざれば

Oh
Sink me deeply perfectly
嘘うそを願ねがって あなたを待まって
闇やみに目めをこらして

Listen
Don't look back baby
Don't try to find me
Keep my word
You're down to get out of here?
Paradise in this

HELL CLUB
There's no love
There's no love in you're eye
Get high
While we're in this HELL CLUB

馬鹿ばかは死しねども踊おどり続つづけてる
いまも己おのれの骨ほねの音おととも知しらず keep on

Mmm yes
Love me deeply madly
愛あいを呪のろって あなたを待まって
闇やみに背せを向むけて

Listen
Don't look back baby
Don't try to find me
Keep my word
You're down to get out of here?
Paradise in this

HELL CLUB
There's no love
There's no love in you're eye
Get high
While we're in this HELL CLUB

Presto tard, presto tard
Prestissimo, Adiuva me
Testo ramme ramme
Testo ramesteco me
Presto tard, presto tard
Prestissimo, Adiuva me, me
Run baby run til we get free

CLUB
There's no love
There's no love in you're eye
Get high
While we're in this HELL CLUB
There's no love (LOVE)
There's no love
in you're eyes (FAKE LOVE)
Get high
While we're in this HELL CLUB

Presto tard, presto tard
Prestissimo, Adiuva me
Testo ramme ramme
Testo ramesteco me
Presto tard, presto tard
Prestissimo, Adiuva me, me
Run baby run til we get free"
My Dreams Are Made Of Hell,2022.5.25 リリース,"milet, Ryosuke""Dr.R"" Sakai","milet, Ryosuke""Dr.R"" Sakai",,"Head shoulders knees and toes
Get nowhere, so keep it slow

I'm counting down the days til you come back
Why'd you never trust? I'm not a bad girl
I don't want anything
Mama where you are? I'm dreaming

Give you a VIP pass
I'm a relic of the past
Don't turn my love to that trash
You can take all of my cash

We know everything
Christmas is coming, my friend

All these voices in my head
Underneath my bed, you there?
Close my eyes and count to ten
I can hear the sound of burning bridges down
Oh

Through the fire
Where to start?
Don't let this over
I want it more
Walk on the wire
You told me so
I know everything
My dreams are made of hell…

Slower

Slower

Faster

Don't look away from me
(You're the only one invited)
Promise, I'll let you in
(You're the only one invited)
You broke me first and love me
(You're the only one invited)
Promise, I'll let you in
You're my one mistake

I don't wanna sleep here alone
Never go back, stay here, it's our home
Heading out into the unknown
We're ready
Baby I've buried our hopes

I don't wanna sleep here alone
Never go back, stay here, it's our home
Heading out into the unknown
I don't wanna sleep here alone"
Before the Dawn,2022.3.9 リリース,milet,"milet, TomoLow",,"The sky is dark
But I'm going out
'Cause I can't be satisfied
ノイズまみれのカセットテープまわして
不安ふあんの音おとをかきけして

見みたことない景色けしきが見みたい
涙なみだするほど喜よろこんでみたい
どの瞬間しゅんかんもあなたが隣となりにいて
目めを逸そらせばもう二度にどと掴つかめない気きがして

I've been waiting for tonight
You're the brightest star in my sky
ただあなたに笑わらって欲ほしいだけ
Let's fly into the dawn

I'm coming for your love
Who says we can't get higher
We're fighters

Singing it all day long
It's a symphony of us
No one but us

まだ知しられてないあなたを知しりたい
夜明よあけ前まえも I'll be there and call your name
一人ひとりきりにはもうさせない
I'll be there, everywhere
I'm coming for your love

Extra time, I need it more
Kiss me and I'm all yours
数かぞえきれない宝石ほうせきたちよりも
進すすむことない秒針びょうしんを
二人ふたりだけの秘密ひみつがほしい
夜よるを抜ぬけて 連つれ出だしてほしい
その姿すがたをこの目めに焼やき付つけるのに
これっぽっちの一生いっしょうじゃ足たりないの I'm into you

I've been waiting for tonight
You're the brightest star in my sky
ただあなたに笑わらって欲ほしいだけ
Let's fly into the dawn

I'm coming for your love
Who says we can't get higher
We're fighters

Singing it all day long
It's a symphony of us
No one but us

まだ知しられてないあなたを知しりたい
夜明よあけ前まえも I'll be there and call your name
一人ひとりきりにはもうさせない
I'll be there, everywhere
I'm coming for your love

I'm coming for your love
We can get higher
We're fighters

Singing it all day long
A symphony of us
Just for us"
Loved By You,2022.2.2 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"Have you ever felt empty inside when you wanna laugh
But I'm not gonna rely on medication
Holding my breath I'm not scared to be lonely

Have you ever cried without really knowing why?
Is this our final song?
No I don't need a reason to give up
'Cause you're the best thing that happened in my life

Then is this what I truly wanted
Get out of my head right now
The memories of us still haunt me every night

I am the one who loved the most
But now I have nothing
Was I ever loved by you?
You were really happy, weren't you?

I wish that my whole life is a fucking dream I'm such a soppy
Was I ever loved by you?
Is it too late to say I love you?
You were mine
Damn, I know I know
We lost
We're alone

Dancing with your shadow
I ain't got nowhere to go
Don't wanna drink myself to sleep anymore
It has no taste
It's like our days, babe

Reading all the texts you sent me like every day
It's so unfair (But you were great)
I wish you had the same dream as mine
Someone tell me it will be alright"
邂逅,2022.2.2 リリース,milet,"milet, TomoLow",,"夢ゆめから覚さめるとき
そばにいてくれる?
音おとの無ない lullaby
流ながし出だすプレイヤー

色いろ透すかすあなたの歌うたが
消きえてしまわないように

Maybe この夜よが明あけるまでずっと
あなたのいない明日あすは夢ゆめと笑わらって
Still can't believe that you're gone

裸足はだしでかけてく
燃もえるようなトワイライト
越こえてはいけない
フェンス越ごしのキス

どこにも行いかないまま

どこにでも行いけるような dream

Maybe この夜よが明あけるまでずっと
あなたの居いない明日あすは夢ゆめと笑わらって
Still can't believe that you're gone
Maybe 聞きこえるようにそっと言いって
思おもい出での壁かべをつたって そう触さわって
いつまでも 二人ふたり

Miss me, kiss me, tell me that you love me baby, don't go
戻もどれない速はやさで私わたしを連つれ出だして
Against the tide 今いまこの場ばで
Say you'll come back
Say you'll come back

Maybe この夜よるが明あけても ずっと
あなたの居いない明日あすは夢ゆめと そう笑わらって
Still can't believe that you're gone
Come back, come back to me"
jam with iri,2022.2.2 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"I'm alright
You're just reading too much into
my words
Don't pretend to be tough, I know ya
We have the same issue
Our lonely hearts say
""We should be better""
Don't you remember?

Driving in the summer with your
80's playlist
I wish this night would never end
Like kissing in the backseat
Hey don't be shy
Now I'm like melted ice cream

Can I be honest?
Can I be honest with you?

Oooo love me love me
Oooo baby babe oh yeah
It's never too late oh yeah

Oooo love me love me
Let me be your last kiss babe, oh yeah
It's all I wanna do oh yeah

止とまんない
妄想もうそうばっかな私わたしってblind? (That's right)
目めが合あえば縮ちぢまってくmy lifetime
フリーなのはスタイルだけでenoughよ
でもキスだって無理むり 煮詰につまってblooming

Driving in the summer with your 80's playlist
入いり浸びたる夢ゆめ 右往左往うおうさおう 愚問ぐもんは捨すてて
会あいたいわ 会あえないわ じゃどうする?Stay? (No)

Can I be honest?
Can I be honest
Let's go

O-O-O-O love me love me
O-O-O-O baby babe oh yeah
It's never too late oh yeah

O-O-O-O love me love me
最後さいごまで first kissよ oh yeah
終おわらないで oh yeah

Tell me your, tell me your, tell me your,
tell me your little secret (Uh-uh)
I wanna I wanna I wanna give you my one way ticket (Come on now)
Look at me, look at me, look at me,
look at me I'm not fake
Oh there's no distortion in all my emotions

My jam, my jam, my jam, my jam
I like your B side track
Play it all night, forever awake yeah

My jam, my jam, my jam
But can I be your title track?
Play it all night, forever awake yeah

O-O-O-O love me love me
O-O-O-O baby babe oh yeah
It's never too late oh yeah

O-O-O-O love me love me
Let me be your last kiss babe, oh yeah
It's all I wanna do oh yeah"
Castle,2021.8.4 リリース,milet,"TomoLow, milet",,"I couldn't find me in your heart
How could I know
How could I let you go
I loved the way you wanted me hard
But you never promised
Why didn't I realize

Pulling me up but it was just for yourself
Burning me down but I can stand up again
Nothing's alright
I know I need someone to love
I gave you a crown, you held me down
Can someone

Help me, I can't help myself no more
Leave me, I gotta love myself as you know
We built it up but we were young
I feel it now
I had to break
Our castle was too fragile
Help me, I can't help myself no more

So what

I couldn't die
A thousand tries and my love has dried up
Been askin' myself what am I living for

Pulling me up but it was just for yourself
Burning me down but I can stand up again
Nothing's alright
I know I need someone to love
I gave you a crown, you held me down
I'm worthless?

Help me, I can't help myself no more
Leave me, I gotta love myself as you know
We built it up but we were young
I feel it now
I had a dream but
Our castle was too fragile
Help me, I can't help myself no more

Help me, I can't help myself no more
Leave me, I gotta love myself as you know
We built it up but we were young
I feel it now
I had to break
Our castle was too fragile
Help me, I can't help myself no more"
Hit the Lights,2021.8.4 リリース,"milet, Ryosuke'Dr.R'Sakai","milet, Ryosuke'Dr.R'Sakai",,"Here we are
Turn your back on me or you come
引ひき返かえす間まもなく始はじまる on time
Oh I swear ずれ出だす縫ぬい目めが
とめどなく放はなつ 濁にごり切きった sewage

今いまも思おもい出だすほどに痛いたむのは
この胸むねじゃない 底そこに染しみ付ついた scars
But words can't describe the feelings
'Cause I'm numb
さらけ出だして 飲のみ干ほして Here we go

I need you here now (Hit the lights)
あなたがいないどの夜よるも 独ひとりで越こえたの
I need you here now (Hit the lights)
離はなさずにいたのは all your love
So come back to me, back to me and stay with me

And after all
Aren't you ready for this change
蘇よみがえる骨張ほねばる両手りょうてに
抱だかれたい 食くい込こむほどに rot away
音おともなく流ながす 動うごき出だす heart beat

繰くり返かえすほど見みえなくなっていく home
どこにいたってもう 振ふり出だしに round and round
But words can't describe the feelings
'Cause I'm numb
求もとめきって 飲のみ干ほして Here we go

I need you here now (Hit the lights)
あなたがいないどの夜よるも 泣なかずに越こえたの
I need you here now (Hit the lights)
この夜よる見みえるのは all your love
So come back to me, back to me and stay with me"
Without Your Love(「グータンヌーボ2」エンディングテーマ),2020.6.3 リリース,milet,milet,,"I was staring at the ceiling for so long
thinking 'bout that night

Do not worry
I will figure it all out somehow, now I know

Feel like I'm spinning my wheels
Nothing is clear
I' m trying to put my mind on mute

Seems like I' ｍ going crazy
But you can' t blame me
'Cause you' re the reason, that' s so true

Inhale, exhale
So take me with you tonight

I just can' t go without
I can' t go without your love
I won' t go home tonight
I won' t go without your love

Tell me how you' re feeling
Tell me that you' ll be there
You won' t let me down

I just can' t ｇｏ without
I can' t ｇｏ without your love
(Tell me how you' re feeling)

Yeah I' ｍ trying
Just can' t stop dreaming 'bout you every night
I' ｍ alright (No, you' re not!)


My heart' s unlocked
Ｉ don' t wanna be too much but now it' s too late

Feel like I'm spinning my wheels
Nothing is clear
I' m trying to put my mind on mute (shhh)
Seems like Ｉ' ｍ going crazy
But you can' t blame me
'Cause you' re the reason that' s so true

No time to wait, TONIGHT!

I just can' t go without
I can' t go without your love
I won' t go home tonight
I won' t go without your love

Tell me how you' re feeling
Tell me that you' ll be there
You won' t let me down

I just can' t go without
I can' t go without your love

Tell me how you' re feeling

I just can' t go without
I can' t go without your love
I won' t go home tonight
I won' t go without your love"
Your Light,2020.2.19 リリース,"milet, Ryosuke'Dr.R'Sakai","milet, Ryosuke'Dr.R'Sakai",,"どこまで覆おおい尽つくすの light
消きえていく right
照てらされないものばかり見みてたくなるの

どこまで行いっても見みえない lord
終おわらない road
街灯がいとうも標識ひょうしきもない ここは night town

Every time I feel you 言葉ことばが走はしる
どんな姿すがたでもあなただけ

Let me be your light
Let me be your light
Let me be your light
Let me be your light

体からだの底そこから消きえない heat
剥はがせない beat
そんなんじゃこの場所ばしょに取とり残のこされる

時間じかんが経たっても浮うき出だす wave
踊おどり出だす sound
どこまでもこの音おとに乗のって渡わたるわ

Everything you see is 心こころを立たちたす
どんな海うみだってあなただけ

Let me be your light
Let me be your light
Let me be your light
Let me be your light

I just wanna see tonight
You and I will feel this right
I just wanna be your light
You and I will feel this right

Every time I feel you 言葉ことばが走はしる
どんな姿すがたでもあなただけ

Let me be your light
Let me be your light
Let me be your light
Let me be your light"
Runway,2019.5.15 リリース,milet,"Tomolow, milet",,"So I'm not gonna change no more
壊こわれそうな機体きたいは今いまにも fall
操縦そうじゅうだけじゃ can't control
終おわらない でもまだ止とまれない

どこを探さがしたって見みえない夜よるでも また今いまも
どこかにいるから 聞きこえた声こえまで

I know 'cause we're together
I'll go wherever you will go
灯あかりもない滑走路かっそうろ
誰だれもここに居いなくたっていい

'Cause we're together
I'll go wherever you will go
見みえなくなってるサイン
辿たどり着つくまで飛とんで we're lost together

So close your eyes and open your mind
見渡みわたせば端はしもない夢ゆめでもない
正体しょうたいのない smoke and noise
もう誰だれがここに居いても聞きこえない

どこを探さがしたって見みえない夜よるでも また今いまも
勝算しょうさんのない道みちでも私わたしはここから

I know 'cause we're together
I'll go wherever you will go
灯あかりもない滑走路かっそうろ
誰だれもここにいなくたっていい

'Cause we're together
I'll go wherever
信しんじるものたった一ひとつでいい
辿たどり着つくまで飛とんで we're lost together

Just close your eyes and open your mind to fly high
I know 'cause we're together
I'll go wherever you will go
灯あかりもない滑走路かっそうろ
誰だれもここにいなくたっていい

'Cause we're together
I'll go wherever
信しんじるものたった一ひとつでいい
辿たどり着つくまで飛とんで we're lost together"
Undone,2019.5.15 リリース,milet,"Tomolow, milet",,"So I'm running through your town in the night
My mind's just made up
I'll never come back again

ここにいたらきっと光ひからないネオンも
Nothing guides me home tonight, no no no
進すすまない足あしに I know I can go anywhere
導みちびかれなくても no no no…

Don't know why I'm feeling you everywhere
So I come undone
So I come undone
I just want you to feel me in the air
Don't leave me undone
Don't leave me undone

When we've forgotten how to cry out in delight
浮うき立たたす身体からだはいつでも
どこにいても同おなじ見みえない標識ひょうしきも
Nothing guides me home tonight, no no no
感かんじない風かぜに I know I can go anywhere
導みちびかれなくても no no no…

Don't know why I'm feeling you everywhere
So I come undone
So I come undone
I just want you to feel me in the air
Don't leave me undone
Don't leave me undone

独ひとりきりでも keep on
探さがし出だしても I'm lost
No one count on me but I do for myself
'Cause I

Don't know why I'm feeling you everywhere
So I come undone
So I come undone
I just want you to feel me in the air
Don't leave me undone
Don't leave me undone"
Clan,2022.8.17 リリース,milet,"milet, TomoLow",,"Keep your eyes on your enemies
But it's never enough for ya
Clean your past and set me free
We have the power to change the world
Just let'em think we're crazy
I'll make it clear
'Cause no one can give you the answer
It's not the end
Go beyond the end
Hand in hand till we reach the Tower

No matter what goes on
A light in the middle of darkness
Let me go, let me go, let me go, ready to go

I just came here to find out
I've been waiting for this day
I'm calling out mayday
Now unite as one

Watch me, I'm not who I used to be, used to be

Take what you want, what you need
We'll find another colours
Hey, nothing can bring us down

Got a fire in my blood
This silence sounds familiar
Crush and burn,is all love?
I'll never sell my soul, Are you with me?
Don't lose control and we come unrivalled
No one can give you the answer
It's not the end
Go beyond the end
Hand in hand till we reach the Tower

No matter what goes on
You're the star on my horizon
Let me go, let me go, let me go, ready to go"
Into The Mirror,2022.8.17 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"Hey yo
We could be better
We could be better
Broken by sweet lies but

Without you
There is no way out
There is no way out
What is the matter
Even

If you kill the sound inside of us
It won't fade, it'll become more thicker I'll take you
any place you wanna go But you don't know Already
into the mirror (into the mirror)

No no one's gonna tie me down
Indivisible
Please unveil my darkest side

The storm of voice is like a hope
It's invisible
But you can see my everything

Baby it's unconsciously
It's where you ends and where I begin
I wanted be like me, wanted be like me
No I have no fear
You see, this is the shape of me now

I had
No one to hold me
No one to call me
Show me what love is

Say
Goodbye to the pain you gave me
The chains that bind me
Welcome to new world
Again

No room for empathy
I won't be somebody, be somebody
Against the stream

This is our remedy
Got me drowning Got me drowning
Made me sick

The taste of fading world
It's in my mind It's my life
You take my faith and words
Yah you and I
Unconditional love

Hey yo
We could be better
We could be better
Broken by sweet lies but

Without you
There is no way out
There is no way out
What is the matter"
One Touch(花王「フレア フレグランス」CMソング),2020.12.2 リリース,milet,"Daisuke Nakamura, TomoLow, milet",,"One touch... and I fell in love
My heart is beating fast right now
その胸むねに 飛とび込こんで I fantasise
もう、期待きたいしていいでしょ

One day... until I see you
見みつめ合あえば言葉ことばも泳およぎ出だすのに
裏うらの裏うらの本音ほんねに
ねえ、気付きづいて

Hey 埋うめ尽つくして あなたで all day
溢あふれてたい

When I'm with you, I'm so bright
探さがし出だして私わたしの想おもいを
あなたの前まえでは輝かがやいていたいの why not?

Now whatever you like
好すきなようにして now
So please 今いまだけは 時ときを止とめて

Wanna be... your love
Midnight 息いきの隙間すきまにそっと潜もぐり込こんで
From head to toe あなたとなら
試ためしてみたいかも

You & I... happily ever after?
時計とけいの針はりが巡めぐり合あうよりもはやく
夢ゆめでも 魔法まほうでも
夜よるが明あけるまで

Hey 沈しずんでいたいの あなたに all day
溺おぼれてたい

When I'm with you, I'm so bright
探さがし出だして私わたしの想おもいを
あなたの前まえでは輝かがやいていたいの why not?

Now whatever you like...
好すきなようにして now
So please 今いまだけは 時ときを止とめて

Can you hear me?
You have my heart
Regarde-moi dans les yeux

All I want is you
No lie...
呼吸こきゅうさえ忘わすれさせて
ほどけないように抱だきしめていたいの why not?

Now whatever you like
好すきなようにして now
So please 今いまだけは

When I'm with you, I'm so bright
探さがし出だして私わたしの想おもいを
あなたの前まえでは輝かがやいていたいの why not?

Now whatever you like
好すきなようにして now
So please 今いまだけは 時ときを止とめて"
Grab the air,2020.6.3 リリース,"milet, Kamikaze Boy",Kamikaze Boy,,"How long has it been?
雨あめは泣なき止やんでた
まとわりつくノイズを塞ふさぐ手てが
永遠えいえんなんて信しんじない君きみを連つれ
There' s nothing to hold us back

Don' t look back on your past
疑うたがいながらも
I will shine on your way その先さきへ

Grab the air
We can try to fly
And take me there
When you cry, I cry with you

How long can we escape?
出口でぐちもない moon light
薄明うすあかりに歪ゆがんだ影かげから
こんなんじゃないと信しんじない君きみを連つれ
There' ｓ nothing to hold us back

lt' s your voice that change direction
I see your pain as perfection
You know, as long as we're together
We can go on forever

Grab the air
We can try to fly
And take me there
When you cry, I cry with you

Grab the air
We can try to fly
And take me there
When you cry, I cry with you

Don' t look back on your past
疑うたがいながらも
I will shine on your way その先さきへ

Grab the air
Won' t you take me there?

Grab the air
We can try to fly
And take me there
When you cry, I cry

Grab the air
We can try to fly
And take me there
When you cry, I cry with you

With you"
Somebody -Acoustic Session-,2022.3.9 リリース,milet,"Toru, milet",,"街まちはまだ 眠ねむるなか
通とおり抜ぬけ流ながしてyour song
このままただ遠とおく 引ひき離はなしてfreeway
Cause you're not here
And I'm just so sick of it

朝あさはまだ 追おいつけない
How do I get myself back when I
I won't admit that I miss you so much
ただ待まつの you come into my life

When the nights are long,
I need somebody, I need somebody
wake me up, take me out
足たりないのは夢ゆめじゃない
It's now, just come into my life

When the nights are long
I need somebody, I need somebody
If the lights, It's all gone
抜ぬけ出だしたら帰かえらない
I need somebody like you

I'm stuck in a rut, Skip the parties
なんの音おとも聞きかない今いまは
その声こえで踊おどって 踏ふみ外はずしたステップも
I don't care what other people think 'bout us

振ふり返かえって 滲にじむネオン
遠とおくへ霞かすんでいくホームタウン
Wanna do it Like we used to
We have nothing to lose and
It' now , just come into my life

When the nights are long,
I need somebody, I need somebody
wake me up, take me out
足たりないのは夢ゆめじゃない
It's now, just come into my life

When the nights are long
I need somebody, I need somebody
If the lights, It's all gone
抜ぬけ出だしたら帰かえらない
I need somebody like you

When the nights are long,
I need somebody, I need somebody
Wake me up right now
Just come into my life

When the nights are long
I need somebody, I need somebody
If the lights, It's all gone
抜ぬけ出だしたら帰かえらない
I need somebody like you

I need somebody like you"
Diving Board,2019.8.21 リリース,milet,"TomoLow, milet",,"Dancing in the light
Crying in the night
And I will hold you tight
どこにいるかわからないほど
走はしりだす鼓動こどう

反射はんしゃするbright
浮うき出でるline
止とまらないmind
助走じょそうなんてない
Diving boardで飛とび込こむだけ

This is all I wanted
This is all I needed, baby
But right now it is useless
'Cause you're in my life, you see?
どこまでも深ふかくどこまでも高たかく
Keep your head up,
I know you will make it

Keep your head up, Keep your head up
I know you will make it, you will make it

あなたのいないステージにはもうスポットライトはない
音おとの鳴なる方ほうへ 踏ふみ込こむの
どこへも続つづいて

This is all wanted
This is all I needed, baby
But right now it is useless
'Cause I'm standing strong with you here
どこまでも深ふかくどこまでも高たかく
Keep your head up,
I know you will make it

Keep your head up, Keep your head up
I know you will make it, you will make it

I'm not gonna miss you
'Cause my heart is always there, yes always there
止とめないでもう ヘッドライトが差さすから
So keep your head up

Keep your head up, Keep your head up
I know you will make it, you will make it"
Fire Arrow,2019.8.21 リリース,"Kanata Okajima, milet, Ryosuke'Dr.R'Sakai","Kanata Okajima, milet, Ryosuke'Dr.R'Sakai",,"Now I hear the sound 砕くだける音おと
どこまで続つづく溶とける明あかり
Thousand miles 歪いびつな愛あい
でも yeah we're all alone だからしがみつく

Can you see? Can you say?
How do you feel 'bout this?
This ain't love
Come here, come here, so just come with me

Oh I see you, flying fire arrow
You flying fire arrow
Just place your cards face down
Let's start the game, come on
Face it together now
Fight on the ground we made with fire arrow

I'm ready to shoot but 引ひき止とめる
Everyone's 'bout to draw a bow 止とめない
And I don't know where is the end
But I know it's 怒おこりと希望きぼうのfire

Now you see, now you say
How do you feel 'bout this?
This ain't love
Come here, come here, so just come with me

Oh I see you, flying fire arrow
You flying fire arrow
Just place your cards face down
Let's start the game, come on
Face it together now
Fight on the ground we made with fire arrow

I hear the sound
It's coming coming
We don't need this anymore
But we keep on
'Cause

Oh I see you, flying fire arrow
You flying fire arrow
Just place your cards face down
Let's start the game, come on
Face it together now
Fight on the ground we made with fire arrow"
